#=====================================================
# iance$|noun|iant$|adj|2013|ORG_RULE|CHILD
# Total count: 34
#=====================================================
pre-hospitalisation|noun|E0574232|pre-hospitalize|verb|E0574234|yes
corporatisation|noun|E0231996|corporatize|verb|E0231995|yes
cycloaromatisation|noun|E0656817|cycloaromatize|verb|E0731655|yes
revolatilisation|noun|E0538980|revolatilize|verb|E0538979|yes
spatialisation|noun|E0538831|spatialize|verb|E0538830|yes
subspecialisation|noun|E0312604|subspecialize|verb|E0312603|yes
motorisation|noun|E0318322|motorize|verb|E0041098|yes
deodorisation|noun|E0232095|deodorize|verb|E0021752|yes
islamisation|noun|E0538886|islamize|verb|E0538885|yes
preimmunisation|noun|E0312230|preimmunize|verb|E0312229|yes
Africanisation|noun|E0232028|Africanize|verb|E0232027|yes
monosensitisation|noun|E0568326|monosensitize|verb|E0568325|yes
self-catheterisation|noun|E0725767|self-catheterize|verb|E0725768|yes
prerandomisation|noun|E0514127|prerandomize|verb|E0514128|yes
pasteurisation|noun|E0045906|pasteurize|verb|E0045907|yes
dolomitisation|noun|E0538907|dolomitize|verb|E0538906|yes
prepasteurisation|noun|E0615711|prepasteurize|verb|E0615712|yes
pretrypsinisation|noun|E0613380|pretrypsinize|verb|E0613381|yes
professionalisation|noun|E0050195|professionalize|verb|E0050196|yes
concatemerisation|noun|E0512646|concatemerize|verb|E0512647|yes
dogmatisation|noun|E0023691|dogmatize|verb|E0023692|yes
glamorisation|noun|E0029803|glamorize|verb|E0029804|yes
immortalisation|noun|E0033531|immortalize|verb|E0033532|yes
prehyperpolarisation|noun|E0619223|prehyperpolarize|verb|E0619224|yes
sclerotisation|noun|E0232113|sclerotize|verb|E0338271|yes
devascularisation|noun|E0066845|devascularize|verb|E0066846|yes
digitisation|noun|E0218591|digitize|verb|E0022728|yes
heterooligomerisation|noun|E0565216|heterooligomerize|verb|E0565217|yes
pseudonormalisation|noun|E0050802|pseudonormalize|verb|E0050803|yes
volatilisation|noun|E0064856|volatilize|verb|E0064857|yes
multimerisation|noun|E0330541|multimerize|verb|E0337744|yes
delocalisation|noun|E0021401|delocalize|verb|E0021402|yes
re-hospitalisation|noun|E0312372|re-hospitalize|verb|E0312371|yes
routinisation|noun|E0360432|routinize|verb|E0360431|yes
periodisation|noun|E0551712|periodize|verb|E0551711|yes
anomerisation|noun|E0571841|anomerize|verb|E0571840|yes
immobilisation|noun|E0033518|immobilize|verb|E0033519|yes
marketisation|noun|E0564486|marketize|verb|E0564487|yes
multicolonisation|noun|E0615543|multicolonize|verb|E0726150|yes
formolisation|noun|E0232044|formolize|verb|E0232043|yes
sulfidisation|noun|E0585638|sulfidize|verb|E0585639|yes
pre-organisation|noun|E0235603|pre-organize|verb|E0235604|yes
characterisation|noun|E0016212|characterize|verb|E0016207|yes
formalinisation|noun|E0415952|formalinize|verb|E0415951|yes
microcrystallisation|noun|E0318268|microcrystallize|verb|E0734456|yes
mislocalisation|noun|E0334788|mislocalize|verb|E0334787|yes
yarovisation|noun|E0724428|yarovize|verb|E0540190|yes
photoisomerisation|noun|E0312149|photoisomerize|verb|E0312148|yes
liberalisation|noun|E0037439|liberalize|verb|E0037440|yes
cocrystallisation|noun|E0333298|cocrystallize|verb|E0333297|yes
cationisation|noun|E0318092|cationize|verb|E0318093|yes
depancreatisation|noun|E0585646|depancreatize|verb|E0021799|yes
institutionalisation|noun|E0034855|institutionalize|verb|E0034856|yes
humanisation|noun|E0318080|humanize|verb|E0032139|yes
premunisation|noun|E0538870|premunize|verb|E0538869|yes
dearterialisation|noun|E0020917|dearterialize|verb|E0538636|yes
orientalisation|noun|E0539844|orientalize|verb|E0539843|yes
diploidisation|noun|E0540877|diploidize|verb|E0540876|yes
focalisation|noun|E0415947|focalize|verb|E0415946|yes
de-institutionalisation|noun|E0021330|de-institutionalize|verb|E0021331|yes
oxidisation|noun|E0044842|oxidize|verb|E0044843|yes
pluralisation|noun|E0538556|pluralize|verb|E0538555|yes
re-victimisation|noun|E0538637|re-victimize|verb|E0538638|yes
isoimmunisation|noun|E0067443|isoimmunize|verb|E0416030|yes
aldolisation|noun|E0540323|aldolize|verb|E0540322|yes
legalisation|noun|E0037153|legalize|verb|E0037154|yes
chimerisation|noun|E0318218|chimerize|verb|E0570132|yes
radiolocalisation|noun|E0318326|radiolocalize|verb|E0417914|yes
neovascularisation|noun|E0232106|neovascularize|verb|E0224253|yes
infantilisation|noun|E0538203|infantilize|verb|E0538202|yes
legitimisation|noun|E0421358|legitimize|verb|E0421357|yes
favourisation|noun|E0587828|favourize|verb|E0587827|yes
macrocyclisation|noun|E0572037|macrocyclize|verb|E0572038|yes
authorisation|noun|E0011261|authorize|verb|E0011262|yes
canonisation|noun|E0538474|canonize|verb|E0538472|yes
pre-polymerisation|noun|E0609977|pre-polymerize|verb|E0609978|yes
postmodernisation|noun|E0619511|postmodernize|verb|E0619512|yes
catabolisation|noun|E0585721|catabolize|verb|E0015515|yes
heteromerisation|noun|E0543865|heteromerize|verb|E0543864|yes
marsupialisation|noun|E0038948|marsupialize|verb|E0038949|yes
permeabilisation|noun|E0218330|permeabilize|verb|E0218329|yes
degeneralisation|noun|E0737402|degeneralize|verb|E0737401|yes
instrumentalisation|noun|E0538575|instrumentalize|verb|E0538574|yes
pre-pasteurisation|noun|E0615711|pre-pasteurize|verb|E0615712|yes
revalorisation|noun|E0227747|revalorize|verb|E0227748|yes
randomisation|noun|E0051956|randomize|verb|E0218427|yes
realkalinisation|noun|E0538670|realkalinize|verb|E0538669|yes
modelisation|noun|E0229298|modelize|verb|E0229297|yes
eserinisation|noun|E0696813|eserinize|verb|E0540079|yes
platinisation|noun|E0232040|platinize|verb|E0232039|yes
kocherisation|noun|E0690399|kocherize|verb|E0690400|yes
dehydrogenisation|noun|E0585851|dehydrogenize|verb|E0021319|yes
thyroidectomisation|noun|E0585724|thyroidectomize|verb|E0060951|yes
suboptimisation|noun|E0616983|suboptimize|verb|E0616984|yes
relativisation|noun|E0232015|relativize|verb|E0232014|yes
evaporisation|noun|E0585645|evaporize|verb|E0539003|yes
symbolisation|noun|E0059495|symbolize|verb|E0059496|yes
neuralisation|noun|E0235797|neuralize|verb|E0235796|yes
trimerisation|noun|E0318043|trimerize|verb|E0331859|yes
acellularisation|noun|E0605452|acellularize|verb|E0605454|yes
alcoholisation|noun|E0007967|alcoholize|verb|E0007968|yes
distalisation|noun|E0318196|distalize|verb|E0235790|yes
hepatectomisation|noun|E0031295|hepatectomize|verb|E0031296|yes
tectonisation|noun|E0349652|tectonize|verb|E0349651|yes
Japanisation|noun|E0538900|Japanize|verb|E0538899|yes
cross-immunisation|noun|E0588625|cross-immunize|verb|E0588626|yes
ischemisation|noun|E0528363|ischemize|verb|E0528364|yes
commoditisation|noun|E0538915|commoditize|verb|E0538914|yes
recategorisation|noun|E0338527|recategorize|verb|E0338526|yes
compartmentisation|noun|E0540143|compartmentize|verb|E0540140|yes
self-fertilisation|noun|E0055086|self-fertilize|verb|E0433390|yes
dramatisation|noun|E0023903|dramatize|verb|E0023904|yes
literalisation|noun|E0538997|literalize|verb|E0538996|yes
adenisation|noun|E0007283|adenize|verb|E0007284|yes
thrombotisation|noun|E0577647|thrombotize|verb|E0577646|yes
psychologisation|noun|E0231972|psychologize|verb|E0231971|yes
cicatrisation|noun|E0318158|cicatrize|verb|E0017006|yes
majorisation|noun|E0538995|majorize|verb|E0538994|yes
democratisation|noun|E0021495|democratize|verb|E0021496|yes
cross-hybridisation|noun|E0235799|cross-hybridize|verb|E0235798|yes
civilisation|noun|E0017181|civilize|verb|E0017182|yes
electrovaporisation|noun|E0233588|electrovaporize|verb|E0233589|yes
mechanisation|noun|E0039205|mechanize|verb|E0039206|yes
familiarisation|noun|E0027280|familiarize|verb|E0027281|yes
despiralisation|noun|E0513988|despiralize|verb|E0513989|yes
glycerolisation|noun|E0585642|glycerolize|verb|E0030014|yes
repopularisation|noun|E0363337|repopularize|verb|E0363336|yes
re-immunisation|noun|E0312375|re-immunize|verb|E0312374|yes
hybridisation|noun|E0032312|hybridize|verb|E0032315|yes
cyclisation|noun|E0020300|cyclize|verb|E0333446|yes
superficialisation|noun|E0226794|superficialize|verb|E0226793|yes
marbleisation|noun|E0038884|marbleize|verb|E0038885|yes
lysogenisation|noun|E0038452|lysogenize|verb|E0038453|yes
particularisation|noun|E0045833|particularize|verb|E0045834|yes
compartmentalisation|noun|E0018103|compartmentalize|verb|E0018104|yes
re-parameterisation|noun|E0568607|re-parameterize|verb|E0568606|yes
heteromultimerisation|noun|E0232101|heteromultimerize|verb|E0331268|yes
anesthetisation|noun|E0008771|anesthetize|verb|E0008772|yes
epidermisation|noun|E0025750|epidermize|verb|E0568528|yes
antagonisation|noun|E0009258|antagonize|verb|E0009259|yes
photo-ionisation|noun|E0047581|photo-ionize|verb|E0500353|yes
factionalisation|noun|E0538691|factionalize|verb|E0538690|yes
mesmerisation|noun|E0421870|mesmerize|verb|E0039707|yes
postoptimisation|noun|E0622379|postoptimize|verb|E0622380|yes
cristalisation|noun|E0020031|cristalize|verb|E0020032|yes
denormalisation|noun|E0728924|denormalize|verb|E0728925|yes
naturalisation|noun|E0041990|naturalize|verb|E0041991|yes
polytenisation|noun|E0318273|polytenize|verb|E0570392|yes
allosensitisation|noun|E0318063|allosensitize|verb|E0579339|yes
reauthorisation|noun|E0363005|reauthorize|verb|E0363006|yes
optimisation|noun|E0044050|optimize|verb|E0044051|yes
reinstitutionalisation|noun|E0363248|reinstitutionalize|verb|E0363249|yes
centralisation|noun|E0015849|centralize|verb|E0015850|yes
deionisation|noun|E0021335|deionize|verb|E0021336|yes
reorganisation|noun|E0052779|reorganize|verb|E0052780|yes
preopsonisation|noun|E0318181|preopsonize|verb|E0563331|yes
regularisation|noun|E0052541|regularize|verb|E0052542|yes
constitutionalisation|noun|E0585583|constitutionalize|verb|E0018660|yes
vernacularisation|noun|E0585575|vernacularize|verb|E0585576|yes
parochialisation|noun|E0540300|parochialize|verb|E0540299|yes
relysogenisation|noun|E0570137|relysogenize|verb|E0570136|yes
photo-polymerisation|noun|E0312155|photo-polymerize|verb|E0312154|yes
politicalisation|noun|E0540222|politicalize|verb|E0540221|yes
caponisation|noun|E0015043|caponize|verb|E0015044|yes
allo-sensitisation|noun|E0318063|allo-sensitize|verb|E0579339|yes
jeopardisation|noun|E0585641|jeopardize|verb|E0036192|yes
silanisation|noun|E0565991|silanize|verb|E0565990|yes
cocainisation|noun|E0017596|cocainize|verb|E0017597|yes
mentalisation|noun|E0514081|mentalize|verb|E0514080|yes
trans-localisation|noun|E0227009|trans-localize|verb|E0227008|yes
re-hybridisation|noun|E0572303|re-hybridize|verb|E0605258|yes
novelisation|noun|E0538989|novelize|verb|E0538988|yes
japanisation|noun|E0538900|japanize|verb|E0538899|yes
desacralisation|noun|E0540318|desacralize|verb|E0540317|yes
rontgenisation|noun|E0585634|rontgenize|verb|E0585635|yes
quantisation|noun|E0312275|quantize|verb|E0312274|yes
phosphatisation|noun|E0540160|phosphatize|verb|E0540159|yes
salinisation|noun|E0232055|salinize|verb|E0232054|yes
anodisation|noun|E0318291|anodize|verb|E0318292|yes
fibrovascularisation|noun|E0568478|fibrovascularize|verb|E0732642|yes
#=====================================================
# sation$|noun|zed$|adj|2017|NOM_D|SELF
# Total count: 131
#=====================================================
multicatheterisation|noun|E0724785|multicatheterized|adj|E0611014|yes
nonutilisation|noun|E0601357|nonutilized|adj|E0601358|yes
non-immunisation|noun|E0605165|non-immunized|adj|E0316777|yes
hyperandrogenisation|noun|E0545245|hyperandrogenized|adj|E0731036|yes
self-organisation|noun|E0530048|self-organized|adj|E0530049|yes
desensitisation|noun|E0021997|desensitized|adj|E0415853|yes
scrotalisation|noun|E0748998|scrotalized|adj|E0748999|yes
texturisation|noun|E0232031|texturized|adj|E0232032|yes
denicotinisation|noun|E0231979|denicotinized|adj|E0021564|yes
chitinisation|noun|E0230945|chitinized|adj|E0230946|yes
nonstandardisation|noun|E0604702|nonstandardized|adj|E0316844|yes
eczematisation|noun|E0226790|eczematized|adj|E0226789|yes
nonhospitalisation|noun|E0607297|nonhospitalized|adj|E0316773|yes
Africanisation|noun|E0232028|Africanized|adj|E0232029|yes
deendothelialisation|noun|E0525504|deendothelialized|adj|E0425566|yes
diploidisation|noun|E0540877|diploidized|adj|E0540875|yes
neovascularisation|noun|E0232106|neovascularized|adj|E0224255|yes
oestrogenisation|noun|E0026220|oestrogenized|adj|E0316879|yes
non-standardisation|noun|E0604702|non-standardized|adj|E0316844|yes
eserinisation|noun|E0696813|eserinized|adj|E0540080|yes
under-mineralisation|noun|E0574241|under-mineralized|adj|E0574240|yes
molarisation|noun|E0562956|molarized|adj|E0562957|yes
de-endothelialisation|noun|E0525504|de-endothelialized|adj|E0425566|yes
estrogenisation|noun|E0026220|estrogenized|adj|E0316879|yes
tibialisation|noun|E0605472|tibialized|adj|E0605473|yes
encephalisation|noun|E0025075|encephalized|adj|E0599141|yes
non-keratinisation|noun|E0606761|non-keratinized|adj|E0316793|yes
platinisation|noun|E0232040|platinized|adj|E0337949|yes
hemoglobinisation|noun|E0528280|hemoglobinized|adj|E0528279|yes
non-localisation|noun|E0607182|non-localized|adj|E0337136|yes
hemisacralisation|noun|E0031169|hemisacralized|adj|E0730104|yes
hyper-vascularisation|noun|E0510021|hyper-vascularized|adj|E0539324|yes
secularisation|noun|E0054975|secularized|adj|E0574235|yes
salinisation|noun|E0232055|salinized|adj|E0232053|yes
auto-sensitisation|noun|E0423182|auto-sensitized|adj|E0011360|yes
premolarisation|noun|E0612859|premolarized|adj|E0612860|yes
nonoptimisation|noun|E0608404|nonoptimized|adj|E0337143|yes
atropinisation|noun|E0232025|atropinized|adj|E0232026|yes
prepressurisation|noun|E0621887|prepressurized|adj|E0622518|yes
telomerisation|noun|E0562997|telomerized|adj|E0562998|yes
undermineralisation|noun|E0574241|undermineralized|adj|E0574240|yes
endothelisation|noun|E0608493|endothelized|adj|E0608494|yes
ovariectomisation|noun|E0585874|ovariectomized|adj|E0222328|yes
reserpinisation|noun|E0230861|reserpinized|adj|E0230860|yes
hemolysation|noun|E0031228|hemolyzed|adj|E0031230|yes
non-optimisation|noun|E0608404|non-optimized|adj|E0337143|yes
electropermeabilisation|noun|E0330409|electropermeabilized|adj|E0427186|yes
racialisation|noun|E0232037|racialized|adj|E0232035|yes
channelisation|noun|E0563000|channelized|adj|E0232023|yes
in-vitro-fertilisation|noun|E0417996|in-vitro-fertilized|adj|E0556382|yes
neo-vascularisation|noun|E0232106|neo-vascularized|adj|E0224255|yes
pre-pressurisation|noun|E0621887|pre-pressurized|adj|E0622518|yes
spinalisation|noun|E0417919|spinalized|adj|E0514072|yes
haemolysation|noun|E0031228|haemolyzed|adj|E0031230|yes
nonimmunisation|noun|E0605165|nonimmunized|adj|E0316777|yes
pneumatisation|noun|E0232017|pneumatized|adj|E0048483|yes
metamerisation|noun|E0563112|metamerized|adj|E0563113|yes
hypervascularisation|noun|E0510021|hypervascularized|adj|E0539324|yes
microvascularisation|noun|E0318082|microvascularized|adj|E0734461|yes
noninstitutionalisation|noun|E0606775|noninstitutionalized|adj|E0042866|yes
multi-localisation|noun|E0616216|multi-localized|adj|E0616217|yes
paraffinisation|noun|E0231991|paraffinized|adj|E0231989|yes
anaesthetisation|noun|E0008771|anaesthetized|adj|E0219700|yes
microminiaturisation|noun|E0574460|microminiaturized|adj|E0574461|yes
tetramerisation|noun|E0332165|tetramerized|adj|E0312625|yes
sensitisation|noun|E0055228|sensitized|adj|E0055230|yes
haemoglobinisation|noun|E0528280|haemoglobinized|adj|E0528279|yes
hypovascularisation|noun|E0514082|hypovascularized|adj|E0514083|yes
super-specialisation|noun|E0621337|super-specialized|adj|E0621339|yes
catheterisation|noun|E0015606|catheterized|adj|E0015608|yes
superspecialisation|noun|E0621337|superspecialized|adj|E0621339|yes
pseudo-decidualisation|noun|E0611653|pseudo-decidualized|adj|E0611654|yes
non-hospitalisation|noun|E0607297|non-hospitalized|adj|E0316773|yes
dehepatisation|noun|E0540320|dehepatized|adj|E0021294|yes
non-utilisation|noun|E0601357|non-utilized|adj|E0601358|yes
radiosterilisation|noun|E0230831|radiosterilized|adj|E0230830|yes
non-randomisation|noun|E0603062|non-randomized|adj|E0206744|yes
formolisation|noun|E0232044|formolized|adj|E0232045|yes
neurovascularisation|noun|E0730146|neurovascularized|adj|E0730147|yes
suberisation|noun|E0232051|suberized|adj|E0232052|yes
nonrandomisation|noun|E0603062|nonrandomized|adj|E0206744|yes
de-institutionalisation|noun|E0021330|de-institutionalized|adj|E0021332|yes
monomerisation|noun|E0330515|monomerized|adj|E0316679|yes
nonkeratinisation|noun|E0606761|nonkeratinized|adj|E0316793|yes
ventricularisation|noun|E0732363|ventricularized|adj|E0732362|yes
testicular feminisation|noun|E0060356|testicular feminized|adj|E0741887|yes
impetiginisation|noun|E0033762|impetiginized|adj|E0230847|yes
thyroidectomisation|noun|E0585724|thyroidectomized|adj|E0222330|yes
undervirilisation|noun|E0224268|undervirilized|adj|E0224269|yes
vasectomisation|noun|E0585725|vasectomized|adj|E0064092|yes
blenderisation|noun|E0727453|blenderized|adj|E0503647|yes
anesthetisation|noun|E0008771|anesthetized|adj|E0219700|yes
nonimmobilisation|noun|E0608453|nonimmobilized|adj|E0563315|yes
pressurisation|noun|E0218411|pressurized|adj|E0049877|yes
polysensitisation|noun|E0514076|polysensitized|adj|E0514077|yes
non-immobilisation|noun|E0608453|non-immobilized|adj|E0563315|yes
carbolisation|noun|E0586328|carbolized|adj|E0015157|yes
non-institutionalisation|noun|E0606775|non-institutionalized|adj|E0042866|yes
vacuolisation|noun|E0063868|vacuolized|adj|E0312455|yes
multilocalisation|noun|E0616216|multilocalized|adj|E0616217|yes
non-colonisation|noun|E0607552|non-colonized|adj|E0564477|yes
unstabilisation|noun|E0618454|unstabilized|adj|E0312916|yes
non-visualisation|noun|E0042941|non-visualized|adj|E0316872|yes
unionisation|noun|E0232115|unionized|adj|E0237438|yes
nonvisualisation|noun|E0042941|nonvisualized|adj|E0316872|yes
latinisation|noun|E0232060|latinized|adj|E0232061|yes
decellularisation|noun|E0503775|decellularized|adj|E0561309|yes
conjunctivalisation|noun|E0539328|conjunctivalized|adj|E0539329|yes
noncolonisation|noun|E0607552|noncolonized|adj|E0564477|yes
autosensitisation|noun|E0423182|autosensitized|adj|E0011360|yes
lyonisation|noun|E0237675|lyonized|adj|E0038432|yes
nonsensitisation|noun|E0222286|nonsensitized|adj|E0316838|yes
subionisation|noun|E0621518|subionized|adj|E0621519|yes
